Image,Total_Boxes,Retained_Boxes,Average_Confidence
tr_img_06821,12,12,0.9672
tr_img_06822,6,5,0.9467
tr_img_06823,2,2,0.9964
tr_img_06824,4,4,0.9589
tr_img_06825,3,3,0.9363
tr_img_06826,4,3,0.9568
tr_img_06827,30,30,0.9564
tr_img_06828,1,1,1.0000
tr_img_06829,7,7,0.8990
tr_img_06830,2,2,0.9811
tr_img_06831,11,11,0.9135
tr_img_06832,1,1,0.7880
tr_img_06833,3,2,0.9672
tr_img_06834,27,25,0.9592
tr_img_06835,7,7,0.9695
tr_img_06836,6,5,0.9772
tr_img_06837,3,3,0.9501
tr_img_06838,2,1,0.9978
tr_img_06839,1,1,0.9554
tr_img_06840,1,1,0.9999
tr_img_06841,2,2,0.9580
tr_img_06842,5,4,0.8068
tr_img_06843,4,4,0.9549
tr_img_06844,2,2,0.9915
tr_img_06845,8,7,0.9912
tr_img_06846,65,50,0.9311
tr_img_06847,2,2,0.9880
tr_img_06848,2,2,0.9717
tr_img_06849,2,1,0.8738
tr_img_06850,4,4,0.8711
tr_img_06851,3,3,0.9859
tr_img_06852,3,3,0.9371
tr_img_06853,8,8,0.8817
tr_img_06854,9,8,0.9719
tr_img_06855,1,1,0.9857
tr_img_06856,1,1,0.8627
tr_img_06857,1,1,1.0000
tr_img_06858,3,3,0.9905
tr_img_06859,4,4,0.8696
tr_img_06860,10,10,0.9716
tr_img_06861,10,10,0.9497
tr_img_06862,3,2,0.8740
tr_img_06863,4,2,0.9965
tr_img_06864,2,1,0.7523
tr_img_06865,2,2,0.9761
tr_img_06866,5,5,0.9675
tr_img_06867,13,12,0.9621
tr_img_06868,26,24,0.9310
tr_img_06869,2,2,0.8451
tr_img_06870,4,2,0.7807
tr_img_06871,14,13,0.9689
tr_img_06872,4,4,0.9780
tr_img_06873,7,6,0.9546
tr_img_06874,2,2,0.8816
tr_img_06875,8,6,0.9908
tr_img_06876,1,1,0.9845
tr_img_06877,6,6,0.9239
tr_img_06878,23,22,0.9290
tr_img_06879,1,0,0.0000
tr_img_06880,2,2,0.9797
tr_img_06881,1,1,0.9940
tr_img_06882,3,3,0.9814
tr_img_06883,30,29,0.9872
tr_img_06884,6,3,0.8266
tr_img_06885,10,10,0.9576
tr_img_06886,2,2,0.9091
tr_img_06887,2,2,0.7253
tr_img_06888,1,1,0.9996
tr_img_06889,4,4,0.9695
tr_img_06890,13,12,0.9476
tr_img_06891,1,1,0.7184
tr_img_06892,0,0,0.0000
tr_img_06893,3,3,0.9870
tr_img_06894,1,0,0.0000
tr_img_06895,1,1,0.9555
tr_img_06896,46,45,0.9637
tr_img_06897,16,16,0.9750
tr_img_06898,2,2,0.9492
tr_img_06899,3,3,0.9982
tr_img_06900,1,0,0.0000
tr_img_06901,2,2,0.8980
tr_img_06902,1,1,0.9994
tr_img_06903,18,18,0.9658
tr_img_06904,4,4,0.9954
tr_img_06905,5,5,0.8278
tr_img_06906,9,9,0.9986
tr_img_06907,3,3,0.9734
tr_img_06908,1,1,0.9991
tr_img_06909,1,1,0.9962
tr_img_06910,4,4,0.9994
tr_img_06911,1,1,0.8232
tr_img_06912,3,3,0.9990
tr_img_06913,1,0,0.0000
tr_img_06914,4,4,0.9659
tr_img_06915,1,1,0.9984
tr_img_06916,5,5,0.9539
tr_img_06917,2,1,0.7619
tr_img_06918,2,2,0.9218
tr_img_06919,4,4,0.8855
tr_img_06920,6,4,0.9973
tr_img_06921,1,1,0.8785
tr_img_06922,5,4,0.9016
tr_img_06923,1,1,0.9779
tr_img_06924,2,2,0.9911
tr_img_06925,13,13,0.9466
tr_img_06926,3,3,0.9457
tr_img_06927,2,1,0.8370
tr_img_06928,3,3,0.9701
tr_img_06929,3,3,0.9626
tr_img_06930,1,0,0.0000
tr_img_06931,4,4,0.9323
tr_img_06932,4,4,0.9963
tr_img_06933,1,1,0.9964
tr_img_06934,2,2,0.9948
tr_img_06935,1,1,0.9959
tr_img_06936,13,11,0.9741
tr_img_06937,7,7,0.9298
tr_img_06938,0,0,0.0000
tr_img_06939,10,9,0.9074
tr_img_06940,3,3,0.9953
tr_img_06941,3,3,0.9924
tr_img_06942,0,0,0.0000
tr_img_06943,3,3,0.8334
tr_img_06944,2,2,0.9283
tr_img_06945,3,3,0.9760
tr_img_06946,8,6,0.9846
tr_img_06947,2,2,0.9613
tr_img_06948,3,3,0.9982
tr_img_06949,0,0,0.0000
tr_img_06950,3,3,0.9598
tr_img_06951,23,22,0.9613
tr_img_06952,1,1,0.9997
tr_img_06953,3,3,0.9228
tr_img_06954,14,14,0.9140
tr_img_06955,2,2,0.8588
tr_img_06956,2,1,0.9924
tr_img_06957,2,2,0.9812
tr_img_06958,2,2,0.9772
tr_img_06959,1,1,0.9956
tr_img_06960,14,12,0.9156
tr_img_06961,4,4,0.9966
tr_img_06962,1,0,0.0000
tr_img_06963,16,10,0.8822
tr_img_06964,5,5,0.9780
tr_img_06965,4,4,0.9486
tr_img_06966,6,6,0.9588
tr_img_06967,1,1,0.8759
tr_img_06968,2,2,0.9843
tr_img_06969,12,10,0.9571
tr_img_06970,6,6,0.9101
tr_img_06971,5,4,0.8346
tr_img_06972,1,1,0.9750
tr_img_06973,1,0,0.0000
tr_img_06974,1,0,0.0000
tr_img_06975,1,1,0.9823
tr_img_06976,6,6,0.8953
tr_img_06977,12,12,0.9534
tr_img_06978,19,19,0.9568
tr_img_06979,9,9,0.9391
tr_img_06980,5,4,0.9721
tr_img_06981,4,4,0.9968
tr_img_06982,42,40,0.9473
tr_img_06983,2,2,0.8129
tr_img_06984,3,3,0.9558
tr_img_06985,1,1,0.9886
tr_img_06986,3,3,0.9276
tr_img_06987,4,4,0.9947
tr_img_06988,1,1,0.9994
tr_img_06989,2,2,0.9940
tr_img_06990,2,2,0.9809
tr_img_06991,0,0,0.0000
tr_img_06992,1,1,0.9960
tr_img_06993,6,6,0.9870
tr_img_06994,9,9,0.9571
tr_img_06995,2,2,0.9745
tr_img_06996,5,4,0.9673
tr_img_06997,1,1,0.7040
tr_img_06998,5,5,0.9827
tr_img_06999,7,7,0.9706
tr_img_07000,1,0,0.0000
