Image,Total_Boxes,Retained_Boxes,Average_Confidence
tr_img_06821,10,10,0.9641
tr_img_06822,3,2,0.9658
tr_img_06823,1,1,0.9990
tr_img_06824,4,4,0.9439
tr_img_06825,3,3,0.9363
tr_img_06826,3,3,0.9839
tr_img_06827,22,22,0.9699
tr_img_06828,8,7,0.8499
tr_img_06829,7,5,0.8796
tr_img_06830,2,2,0.9841
tr_img_06831,10,10,0.9372
tr_img_06832,1,0,0.0000
tr_img_06833,3,2,0.9844
tr_img_06834,30,30,0.9468
tr_img_06835,7,7,0.9518
tr_img_06836,7,6,0.9797
tr_img_06837,4,4,0.9459
tr_img_06838,2,2,0.8783
tr_img_06839,2,1,0.9760
tr_img_06840,2,2,0.9961
tr_img_06841,2,2,0.9614
tr_img_06842,5,3,0.8788
tr_img_06843,2,2,0.9449
tr_img_06844,2,2,0.9928
tr_img_06845,8,8,0.9793
tr_img_06846,68,60,0.9091
tr_img_06847,2,2,0.9858
tr_img_06848,1,1,1.0000
tr_img_06849,1,1,0.7153
tr_img_06850,4,4,0.8708
tr_img_06851,3,3,0.9902
tr_img_06852,2,2,0.9982
tr_img_06853,7,6,0.8672
tr_img_06854,5,5,0.9755
tr_img_06855,2,2,0.8828
tr_img_06856,2,2,0.9087
tr_img_06857,1,1,1.0000
tr_img_06858,3,3,0.9941
tr_img_06859,2,2,0.9887
tr_img_06860,10,10,0.9779
tr_img_06861,11,11,0.9330
tr_img_06862,2,2,0.8497
tr_img_06863,1,1,0.9966
tr_img_06864,1,1,0.9068
tr_img_06865,2,2,0.9546
tr_img_06866,2,2,0.9937
tr_img_06867,12,12,0.9653
tr_img_06868,28,27,0.9275
tr_img_06869,3,3,0.8683
tr_img_06870,3,3,0.7741
tr_img_06871,14,14,0.9681
tr_img_06872,7,7,0.9967
tr_img_06873,7,6,0.9700
tr_img_06874,3,2,0.9720
tr_img_06875,10,9,0.9322
tr_img_06876,1,1,0.9798
tr_img_06877,6,5,0.9740
tr_img_06878,24,24,0.9492
tr_img_06879,2,0,0.0000
tr_img_06880,2,2,0.9282
tr_img_06881,1,1,0.9979
tr_img_06882,3,3,0.9896
tr_img_06883,29,29,0.9811
tr_img_06884,6,5,0.8446
tr_img_06885,11,10,0.9679
tr_img_06886,2,2,0.9133
tr_img_06887,2,2,0.9859
tr_img_06888,1,1,0.9998
tr_img_06889,6,6,0.9606
tr_img_06890,16,14,0.9668
tr_img_06891,1,0,0.0000
tr_img_06892,1,0,0.0000
tr_img_06893,2,2,0.9880
tr_img_06894,0,0,0.0000
tr_img_06895,1,1,0.9797
tr_img_06896,46,44,0.9732
tr_img_06897,16,15,0.9608
tr_img_06898,1,1,0.9974
tr_img_06899,3,3,0.9995
tr_img_06900,1,1,0.7728
tr_img_06901,3,3,0.8976
tr_img_06902,3,3,0.9850
tr_img_06903,14,14,0.9646
tr_img_06904,4,4,0.9724
tr_img_06905,2,2,0.8160
tr_img_06906,9,9,0.9987
tr_img_06907,2,2,0.9955
tr_img_06908,2,1,0.9994
tr_img_06909,3,3,0.9720
tr_img_06910,4,4,0.9996
tr_img_06911,1,1,0.7049
tr_img_06912,4,4,0.9985
tr_img_06913,1,1,0.9862
tr_img_06914,5,5,0.9673
tr_img_06915,1,1,0.9808
tr_img_06916,5,5,0.9394
tr_img_06917,3,1,0.9012
tr_img_06918,5,4,0.9112
tr_img_06919,2,2,0.9584
tr_img_06920,6,5,0.9708
tr_img_06921,2,2,0.8816
tr_img_06922,3,2,0.9854
tr_img_06923,2,2,0.9628
tr_img_06924,2,2,0.9922
tr_img_06925,13,12,0.9222
tr_img_06926,2,2,0.9113
tr_img_06927,1,1,0.7107
tr_img_06928,3,3,0.9923
tr_img_06929,5,5,0.9180
tr_img_06930,2,0,0.0000
tr_img_06931,3,3,0.9502
tr_img_06932,4,4,0.9991
tr_img_06933,2,1,0.9952
tr_img_06934,2,2,0.9985
tr_img_06935,2,2,0.9591
tr_img_06936,11,10,0.9772
tr_img_06937,4,3,0.9784
tr_img_06938,1,1,0.9030
tr_img_06939,8,7,0.9746
tr_img_06940,1,1,0.9424
tr_img_06941,5,5,0.9867
tr_img_06942,1,0,0.0000
tr_img_06943,3,3,0.8397
tr_img_06944,2,2,0.9602
tr_img_06945,4,4,0.9837
tr_img_06946,7,6,0.9590
tr_img_06947,2,2,0.9930
tr_img_06948,3,3,0.9983
tr_img_06949,0,0,0.0000
tr_img_06950,3,3,0.9995
tr_img_06951,32,30,0.9575
tr_img_06952,5,4,0.9872
tr_img_06953,3,3,0.9098
tr_img_06954,12,12,0.9420
tr_img_06955,3,2,0.9018
tr_img_06956,1,1,0.9966
tr_img_06957,2,2,0.9733
tr_img_06958,2,2,0.9605
tr_img_06959,3,3,0.9436
tr_img_06960,16,14,0.9620
tr_img_06961,4,4,0.9967
tr_img_06962,2,2,0.8522
tr_img_06963,20,12,0.8909
tr_img_06964,3,3,0.9906
tr_img_06965,4,4,0.9906
tr_img_06966,7,7,0.9683
tr_img_06967,1,1,0.8662
tr_img_06968,2,2,0.9905
tr_img_06969,11,10,0.9533
tr_img_06970,6,6,0.9529
tr_img_06971,6,5,0.8457
tr_img_06972,2,1,0.9657
tr_img_06973,1,1,0.8448
tr_img_06974,0,0,0.0000
tr_img_06975,1,1,0.9052
tr_img_06976,3,3,0.9325
tr_img_06977,11,11,0.9438
tr_img_06978,16,16,0.9763
tr_img_06979,5,4,0.9699
tr_img_06980,2,2,0.9419
tr_img_06981,4,4,0.9987
tr_img_06982,65,63,0.9561
tr_img_06983,4,4,0.8200
tr_img_06984,3,3,0.9590
tr_img_06985,3,3,0.9814
tr_img_06986,3,3,0.9084
tr_img_06987,5,4,0.9952
tr_img_06988,1,1,0.9998
tr_img_06989,2,2,0.9977
tr_img_06990,2,2,0.9629
tr_img_06991,3,2,0.7408
tr_img_06992,1,1,0.9933
tr_img_06993,7,6,0.9974
tr_img_06994,3,3,0.9555
tr_img_06995,2,2,0.9508
tr_img_06996,5,4,0.9564
tr_img_06997,1,0,0.0000
tr_img_06998,5,5,0.9919
tr_img_06999,7,7,0.9873
tr_img_07000,0,0,0.0000
