Image_Name,Center_X,Center_Y,Width,Height,Text,Score
tr_img_06102,1108.2,1238.0,70.5,145.0,"ま",0.9404
tr_img_06104,1642.8,185.2,1868.5,242.5,"出庫時のご注意",0.9863
tr_img_06104,1764.0,744.1,1005.0,525.5,"確認",0.9926
tr_img_06104,757.5,609.0,961.0,187.0,"精算後必ず",0.9963
tr_img_06104,2488.5,618.5,321.0,200.0,"して",0.9999
tr_img_06104,677.2,861.8,781.5,177.5,"コック板を",0.8706
tr_img_06104,2671.1,871.5,663.5,205.0,"ください",0.9965
tr_img_06104,2058.5,1662.2,658.0,122.5,"入出庫不可",0.9565
tr_img_06104,549.6,1672.0,540.0,137.0,"入出庫可",0.9080
tr_img_06104,1608.1,1915.2,2688.0,184.5,"コック板によリ車両が損傷しても",0.9246
tr_img_06104,2197.1,2092.4,659.0,81.5,"X軍底15Cｍ以下の",0.8446
tr_img_06104,992.2,2148.9,1475.5,181.5,"補償致しかねます",0.9950
tr_img_06104,2345.2,2185.8,829.5,94.5,"お車はご利用できません",0.9995
tr_img_06103,1058.2,714.5,1618.5,163.0,"周行永ケ上2-4一8",0.5813
tr_img_06103,1467.5,1205.0,389.0,374.0,"内",0.9992
tr_img_06103,616.0,1210.0,283.0,297.0,"谷",0.6528
tr_img_06105,477.0,486.6,77.0,110.0,"の",0.5186
tr_img_06105,568.0,507.8,116.0,51.5,"番ドア",0.9994
tr_img_06105,375.8,517.5,82.5,47.0,"号車",0.9918
tr_img_06105,423.9,809.5,278.5,61.0,"女性専用重",0.8849
tr_img_06101,1150.2,987.2,862.5,505.5,"市役所",0.9993
tr_img_06101,2145.1,1189.1,1082.0,524.5,"清水庁舎",0.9978
tr_img_06100,107.2,2690.0,182.5,151.0,"得!",0.9978
tr_img_06106,845.5,508.8,208.0,56.5,"中原区",0.9986
tr_img_06106,843.6,579.0,230.0,71.0,"木月",0.9828
tr_img_06106,839.8,666.0,225.5,67.0,"4丁目",0.9953
tr_img_06108,1407.8,535.5,360.5,101.0,"中央区",0.9990
tr_img_06108,1406.1,1812.9,320.0,2329.0,"南5条五1丁目1",0.7100
tr_img_06111,958.2,1726.5,203.5,94.0,"ブリー",0.8470
tr_img_06112,1211.2,577.8,597.5,123.5,"涌用口",0.7540
tr_img_06112,1239.2,726.4,930.5,219.0,"中山俊夫",0.9639
tr_img_06112,1241.8,884.0,933.5,84.0,"ミ鷹ホ北野4-5一4",0.7992
tr_img_06113,465.2,191.0,707.5,137.0,"歌み攻是貞",0.6828
tr_img_06113,471.8,400.5,625.5,182.0,"第000",0.7289
tr_img_06113,550.5,615.1,721.0,132.5,"2寺門",0.7177
tr_img_06113,475.5,839.0,731.0,130.0,"4名様以上",0.7457
tr_img_06113,526.8,1074.9,801.5,170.0,"(予約製)",0.6437
tr_img_06113,600.8,1301.5,1044.5,187.0,"詳しくは店内にて",0.8682
tr_img_06114,921.2,123.0,914.5,139.0,"警幡実施中",0.6418
tr_img_06110,1442.2,1218.0,1386.5,338.0,"JR清水駅",0.9993
tr_img_06110,1091.5,2034.2,666.0,146.5,"引衣の郎",0.5520
tr_img_06110,1196.8,2241.8,54.5,51.5,"能",0.9997
tr_img_06110,1310.0,2241.1,141.0,54.5,"羽衣",0.9981
tr_img_06110,1501.2,2240.5,205.5,54.0,"に名高い",0.9954
tr_img_06110,1731.6,2240.6,232.5,54.0,"T羽衣の松",0.8528
tr_img_06115,858.8,1504.2,640.5,380.5,"トマト",0.8939
tr_img_06115,2381.4,1833.1,1250.5,628.5,"オレ",0.7994
tr_img_06117,1073.8,1493.1,400.5,100.5,"新静岡駅",0.9992
tr_img_06117,1711.6,1507.2,301.5,114.5,"御幸町",1.0000
tr_img_06117,2037.6,1514.5,212.0,115.0,"県庁",1.0000
tr_img_06117,1396.2,1516.8,204.5,67.5,"静岡鉄道",0.9998
tr_img_06117,956.9,1642.0,175.5,48.0,"新静図帖",0.9116
tr_img_06117,1628.9,1648.0,126.5,51.0,"御幸町",0.9999
tr_img_06117,1800.2,1651.2,170.5,42.5,"山元引黍",0.5729
tr_img_06117,1254.2,2013.0,94.5,33.0,"営業時間",0.9581
tr_img_06117,1257.0,2062.2,170.0,42.5,"韓08午後8時",0.6888
tr_img_06117,1259.2,2114.2,165.5,42.5,"年帝10時1年後1 30分",0.6703
tr_img_06118,1224.1,1066.4,1013.0,198.0,"中の島1条3丁目",0.9903
tr_img_06120,2038.0,1512.5,1894.0,394.0,"コ・クラフト",0.8235
tr_img_06120,625.2,1552.9,664.5,316.0,"ホビ",0.8508
tr_img_06116,1019.8,206.2,1343.5,160.5,"円山バスターミナル",0.9881
tr_img_06116,1495.0,488.2,406.0,88.5,"山人印山目",0.6683
tr_img_06116,1084.2,489.8,312.5,78.5,"早0",0.6536
tr_img_06116,1332.2,601.8,692.5,75.5,"圓山公共汽王冬起站",0.8856
tr_img_06116,1438.2,701.0,473.5,85.0,"圓山巴士總站",0.9129
tr_img_06116,1367.8,838.0,602.5,145.0,"円山公園",0.9419
tr_img_06116,1325.5,1088.2,306.0,78.5,"ト早OI",0.5115
tr_img_06116,1586.5,1088.5,158.0,85.0,"ほ",0.5471
tr_img_06116,1511.0,1186.0,290.0,79.0,"圓山公園",0.9190
tr_img_06116,1502.9,1275.8,294.5,89.5,"圓山公園",0.9999
tr_img_06116,1274.2,1390.8,718.5,129.5,"北海道神宮",1.0000
tr_img_06116,1309.5,1616.0,293.0,76.0,"外0I臣",0.6552
tr_img_06116,1449.8,1705.8,341.5,66.5,"北海道神宮",0.9149
tr_img_06116,1269.2,1886.8,689.5,119.5,"円山動物園",0.9997
tr_img_06116,1232.2,2088.2,280.5,75.5,"ト早0I",0.5198
tr_img_06116,1502.8,2091.5,209.5,69.0,"畳呂",0.5686
tr_img_06116,1437.0,2170.4,336.0,76.5,"圓山劫物園",0.8332
tr_img_06116,1435.2,2249.0,331.5,63.0,"圓山動物園",0.9998
tr_img_06116,1551.2,2957.8,377.5,44.5,"彼ロ登平治札幌市御光ゴンペシション郡",0.5921
tr_img_06125,959.1,94.0,525.0,130.0,"屋外広告物許可",0.9351
tr_img_06125,1259.8,513.8,1100.5,384.5,"緑ヶ丘",0.8794
tr_img_06121,1553.0,1103.2,2079.0,241.5,"北海学園",0.9961
tr_img_06122,1134.0,1443.2,473.0,78.5,"社会福祉事業所",0.9996
tr_img_06126,1546.4,590.5,204.0,89.0,"シーバ",0.9973
tr_img_06126,1167.9,1567.0,971.0,288.0,"とろり",0.9986
tr_img_06126,1180.6,1979.8,1641.5,187.5,"まぐろ味セレクション",0.9905
tr_img_06126,1662.2,2186.0,814.5,135.0,"まぐろとシーフード味",0.9819
tr_img_06126,696.0,2183.0,353.0,118.0,"まぐろ味",0.9987
tr_img_06126,1441.8,2680.5,106.5,101.0,"味",0.9327
tr_img_06126,1934.5,2735.8,106.0,97.5,"味",0.7382
tr_img_06126,573.5,2795.5,84.0,104.0,"味",0.5878
tr_img_06129,756.5,850.8,287.0,229.5,"ひらお",0.9955
tr_img_06129,935.2,893.8,101.5,92.5,"か",0.8818
tr_img_06129,1150.6,804.2,400.0,332.5,"骨い",0.6377
tr_img_06130,308.8,198.2,431.5,385.5,"つ",0.6933
tr_img_06130,332.0,370.5,226.0,117.0,"時間貸",0.9953
tr_img_06130,663.9,363.8,181.5,90.5,"パーク",0.9372
tr_img_06130,2072.8,721.8,689.5,221.5,"P4御",0.5341
tr_img_06130,1420.8,725.0,510.5,148.0,"時間貸",0.9416
tr_img_06130,2598.8,731.2,285.5,137.5,"収容",0.9688
tr_img_06130,1946.8,956.8,781.5,135.5,"ここを右折",0.9110
tr_img_06130,1233.2,1229.0,179.5,68.0,"パーク",0.8363
tr_img_06130,2129.4,1267.6,1386.5,126.0,"札幌中島公園南駐車場",0.9957
tr_img_06130,2313.8,1491.8,888.5,145.5,"札幌中島公園南駐車場",0.9913
tr_img_06130,2502.6,1623.6,479.5,132.5,"夜間20:008:00",0.9866
tr_img_06130,1737.2,1667.2,110.5,106.5,"昼間",0.9391
tr_img_06130,2751.5,1776.8,339.0,263.5,"100円",0.9037
tr_img_06130,2088.5,1800.8,296.0,212.5,"100円",0.9880
tr_img_06130,2419.1,1793.0,282.5,235.0,"60分",0.9990
tr_img_06130,1794.0,1816.6,241.0,231.5,"30分",0.9176
tr_img_06130,2290.0,2058.8,630.0,122.5,"ここを右祈",0.9766
tr_img_06132,1649.8,417.6,349.5,133.0,"日本橋",0.9999
tr_img_06132,1651.1,545.2,346.0,121.5,"人形町",0.9996
tr_img_06132,1654.0,685.8,348.0,137.5,"一丁目",0.9916
tr_img_06133,1365.6,966.8,421.5,162.5,"小丹町",0.9197
tr_img_06124,1255.9,1544.2,2224.0,328.5,"作本当専や店",0.5620
tr_img_06124,521.0,1716.0,918.0,118.0,"体にやさしい厳選された素材を",0.9964
tr_img_06124,462.0,1789.1,851.0,118.5,"当店スタッフが丁室に調理し",0.9492
tr_img_06124,459.9,1864.2,897.0,122.5,"美味しいお弁当ができました。",0.9816
tr_img_06131,454.2,1434.9,337.5,162.5,"軽量",0.9890
tr_img_06131,1082.5,1449.0,812.0,120.0,"クラフト封筒",0.9914
tr_img_06131,844.2,1697.8,1256.5,283.5,"長形3号",0.9372
tr_img_06131,349.8,1995.5,254.5,129.0,"徳用",1.0000
tr_img_06131,1242.0,2069.5,364.0,88.0,"定形郵便",0.9999
tr_img_06131,1200.0,2233.5,293.0,101.0,"サイズ",1.0000
tr_img_06131,1578.6,2409.8,1019.0,120.5,"44サイズ横3つ折対応",0.9438
tr_img_06131,531.5,2430.0,251.0,148.0,"枚入",0.9821
tr_img_06131,1419.1,2620.8,841.5,76.5,"保存、郵送に便利です",0.9958
tr_img_06131,741.0,2630.2,587.0,76.5,"書類等の整理、",0.9943
tr_img_06128,2381.2,1533.5,515.5,132.0,"安納手忌",0.6314
tr_img_06128,2335.2,2223.0,632.5,161.0,"プレミアム",0.9989
tr_img_06128,1119.2,2238.0,46.5,103.0,"便ご",0.5244
tr_img_06128,1104.8,2334.8,70.5,128.5,"島産",0.5427
tr_img_06128,921.8,2343.0,54.5,56.0,"使",0.9999
tr_img_06128,2606.2,2444.2,1230.5,266.5,"安納芋ソプト",0.8310
tr_img_06128,1003.8,2388.2,109.5,85.5,"納",0.9476
tr_img_06128,2354.2,2633.0,432.5,86.0,"あんのういも",0.9788
tr_img_06134,1134.8,925.9,1833.5,477.5,"宇田川町",0.8633
tr_img_06135,834.0,590.6,279.0,48.0,"えきまえひるば",0.9659
tr_img_06135,824.5,663.9,337.0,91.0,"駅前広場",1.0000
tr_img_06135,762.0,819.8,220.0,56.5,"站前一均",0.7782
tr_img_06135,953.2,950.9,593.5,88.0,"タクシーのリば",0.9879
tr_img_06135,751.2,1105.6,227.5,62.5,"出租奉站",0.9164
tr_img_06135,1025.2,1109.2,274.5,64.5,"副人舎斗斗",0.6163
tr_img_06135,811.5,1219.1,315.0,52.5,"えきまえこうばん",0.9884
tr_img_06135,816.2,1294.6,339.5,91.0,"駅前交番",0.9999
tr_img_06135,780.8,1451.8,276.5,49.5,"站前派出所",0.9188
tr_img_06135,1023.0,1453.0,170.0,52.0,"斗善企",0.9652
tr_img_06135,1114.0,1558.1,400.0,55.0,"ちかちゅうしゃじょう",0.9460
tr_img_06135,984.0,1633.8,678.0,73.5,"工キパ地下駐車場",0.9612
tr_img_06135,744.2,1795.5,231.5,57.0,"エキパ」",0.8533
tr_img_06135,1014.8,1795.5,304.5,57.0,"地下停奉",0.8601
tr_img_06135,842.2,1907.6,408.5,45.0,"しずおかおんがくかん",0.9779
tr_img_06135,2198.4,1898.2,145.0,127.5,"新静岡駅",0.7824
tr_img_06135,929.5,1985.8,579.0,73.5,"静岡音楽館AC",0.9141
tr_img_06135,1210.8,2149.8,229.5,56.5,"人天生斗",0.5556
tr_img_06135,829.2,2152.2,406.5,56.5,"静音黍館ＡО",0.7092
tr_img_06136,2303.6,1709.6,1491.5,444.0,"高村歯科",0.9642
tr_img_06138,459.2,272.0,219.5,78.0,"日本橋",0.9999
tr_img_06138,453.8,349.8,226.5,84.5,"人形町",0.9990
tr_img_06138,453.8,444.0,219.5,78.0,"一丁目",0.8334
tr_img_06139,1098.5,281.0,243.0,138.0,"清水区",0.9988
tr_img_06141,785.4,532.0,1287.0,388.0,"国全米を",0.6234
tr_img_06141,763.0,849.0,1230.0,170.0,"ご用めております",0.8372
tr_img_06142,1194.1,981.8,495.0,238.5,"井川",0.9996
tr_img_06142,1928.8,1024.8,623.5,223.5,"静清Bp",0.6644
tr_img_06142,781.8,1434.2,492.5,246.5,"藤枝",0.7724
tr_img_06142,762.5,1850.1,877.0,236.0,"東静田駅",0.7447
tr_img_06142,2096.2,1898.5,657.5,223.0,"清水駅",0.9526
tr_img_06140,1415.5,1415.5,363.0,114.0,"化粧室",0.9924
tr_img_06137,1793.5,2027.5,1454.0,276.0,"丸菱南桜",0.8118
tr_img_06137,3217.2,2038.2,1083.5,193.5,"練馬宮業所",0.9165
tr_img_06146,864.5,743.5,811.0,176.0,"林安久里",0.8913
tr_img_06147,326.5,905.2,266.0,75.5,"受付B1",0.9881
tr_img_06148,805.8,436.0,208.5,61.0,"給田境",0.9414
tr_img_06148,781.0,479.2,138.0,35.5,"お北",0.5684
tr_img_06143,1264.4,1036.4,1172.0,166.5,"中の島1条2丁目",0.9126
tr_img_06150,688.5,366.1,770.0,257.5,"深144",0.9588
tr_img_06151,1674.1,1060.0,1466.5,468.0,"2つつ",0.5020
tr_img_06151,1639.6,1628.5,1169.5,500.0,"オワート",0.8311
tr_img_06145,1267.8,186.0,469.5,147.0,"豊平区",0.9460
tr_img_06145,1267.5,1688.2,306.0,2595.5,"中の島1条3丁目4",0.8335
tr_img_06145,1491.6,518.1,119.0,252.0,"なか",0.7195
tr_img_06145,1483.5,1176.5,106.0,243.0,"しま",0.9278
tr_img_06149,1058.6,1108.6,211.0,83.0,"日本橋",0.8356
tr_img_06149,1058.8,1186.2,213.5,69.5,"人形町",0.9990
tr_img_06149,1058.8,1266.8,213.5,69.5,"一丁目",0.9769
tr_img_06153,563.5,181.9,312.0,158.5,"興津",1.0000
tr_img_06153,1337.0,206.6,451.0,146.0,"清水駅",0.9999
tr_img_06153,490.2,645.0,350.5,159.0,"草薙",0.9013
tr_img_06153,960.2,949.8,324.5,90.5,"南幹線",0.9998
tr_img_06154,920.5,1343.8,152.0,1306.5,"ヨ三卜川Q",0.5991
tr_img_06155,1494.8,584.8,1326.5,99.5,"エ達いつもありかとう「",0.8204
tr_img_06155,1475.8,1047.0,1464.5,522.0,"工藤",0.9934
tr_img_06152,811.1,496.1,956.0,137.0,"南13条西7丁目",0.9752
tr_img_06156,851.8,1206.0,219.5,286.0,"上",0.9796
tr_img_06156,1173.4,1986.0,271.5,183.0,"すくそ",0.8658
tr_img_06161,1667.8,921.5,1521.5,567.0,"左森水産",0.5743
tr_img_06157,1647.5,1195.2,462.0,163.5,"米良",0.9946
tr_img_06162,520.2,789.1,275.5,62.0,"池田屋安兵衛商店",0.9155
tr_img_06162,467.1,826.8,137.0,48.5,"認久気の",0.6087
tr_img_06162,563.9,872.5,284.5,51.0,"おすすめ3大商品!",0.8799
tr_img_06162,53.0,1145.0,100.0,35.0,"お流い",0.6308
tr_img_06164,1156.6,902.5,188.5,68.0,"駐車券",0.9194
tr_img_06164,1167.8,1127.6,140.5,65.0,"発券",0.9966
tr_img_06164,1185.6,1444.2,509.5,47.5,"公ご利用の際は、場内の約款看板を必すお読み下さい。",0.9723
tr_img_06164,1159.8,1483.6,457.5,51.0,"太2千円5千円1万円札のご利用は出来ません。",0.9663
tr_img_06164,1183.8,1554.5,506.5,54.0,"リパークコールセンター(携帯電話もこ利用できます)",0.9783
tr_img_06164,1179.1,1683.8,496.5,47.5,"＠駐車場名Dパ一ク札幌南14西6",0.8312
tr_img_06159,1532.5,700.6,761.0,205.5,"野菜も",0.8048
tr_img_06159,1593.9,1125.9,2764.0,504.0,"おいしく保子!",0.9225
tr_img_06159,2060.0,1422.2,151.0,35.5,"X当社調べ。",0.9115
tr_img_06159,2282.2,1427.2,300.5,52.5,"運転状況や食品の種類",0.9998
tr_img_06159,2483.8,1432.0,78.5,48.0,"状態",0.9981
tr_img_06159,2589.2,1435.2,100.5,35.5,"量によう",0.8429
tr_img_06159,2762.5,1438.2,278.0,42.5,"つて効果が異なります",0.9491
tr_img_06159,645.8,1644.6,556.5,128.0,"日立だけの",0.9959
tr_img_06159,1759.2,1668.9,514.5,110.5,"真空チルド",1.0000
tr_img_06159,614.2,1826.5,695.5,150.0,"鮮度を守る",0.8453
tr_img_06159,1756.1,1860.5,899.0,114.0,"新鮮スリープ野菜室",0.9941
tr_img_06159,604.8,1997.5,681.5,143.0,"3つの技術",0.9289
tr_img_06159,1751.5,2057.0,682.0,121.0,"デリシャス冷凍",0.9996
tr_img_06166,609.9,313.0,671.5,122.0,"東日本",0.9626
tr_img_06163,974.5,396.9,436.0,146.5,"中央区",0.9977
tr_img_06163,981.0,1806.5,287.0,2391.0,"東日本二丁目0",0.5624
tr_img_06167,659.1,238.6,450.5,217.0,"興津",1.0000
tr_img_06167,1299.5,300.0,572.0,218.0,"清水駅",0.9402
tr_img_06167,713.9,713.5,574.5,226.0,"日本平",0.9999
tr_img_06167,705.1,1076.2,591.0,221.5,"船越",0.9998
tr_img_06167,1663.5,1148.2,561.0,210.5,"清水港",0.9996
tr_img_06167,1189.5,1771.8,891.0,194.5,"この先300ｍ",0.9464
tr_img_06169,1095.4,169.0,253.5,174.0,"う",0.6094
tr_img_06169,732.8,916.2,1241.5,201.5,"ベトナム料理",0.9940
tr_img_06169,756.9,1150.0,748.5,162.0,"ホアングン",0.9201
tr_img_06170,1170.1,157.9,157.0,54.0,"内山産",0.9859
tr_img_06170,356.0,642.6,242.0,63.5,"人とクルマと街と",0.9998
tr_img_06170,306.8,1020.8,176.5,403.5,"最大料生",0.7658
tr_img_06170,982.9,974.5,529.5,210.0,"駐車後",0.9998
tr_img_06170,979.6,1156.6,536.0,200.5,"24時間",0.9987
tr_img_06170,2630.2,1282.0,81.5,103.0,"円",0.9935
tr_img_06170,236.2,1523.8,187.5,436.5,"基本料金",0.6161
tr_img_06170,1749.5,1598.0,677.0,419.0,"60分",0.8841
tr_img_06170,2696.5,1743.0,107.0,129.0,"円",0.9998
tr_img_06170,486.8,1944.2,59.5,35.5,"00所",0.6493
tr_img_06170,1598.5,1965.0,230.0,58.0,"最大料金は",1.0000
tr_img_06170,2668.1,1984.5,499.5,98.0,"タイムズ南10西7",0.9996
tr_img_06170,1455.2,2034.5,170.5,68.0,"繰り返し",0.9997
tr_img_06170,1669.5,2039.2,285.0,65.5,"適用されます",0.9996
tr_img_06170,2668.0,2044.0,524.0,82.0,"札幌市中央区南10条西7丁目",0.9956
tr_img_06170,787.5,2057.0,133.0,30.0,"ますと死びロっク収がよぶります",0.5513
tr_img_06170,2020.8,2082.8,231.5,62.5,"故障の際は",0.9999
tr_img_06170,2253.9,2089.2,218.5,62.5,"タイムズサ",0.9999
tr_img_06170,2450.8,2100.5,220.5,58.0,"ナ一ビス(株)",0.9030
tr_img_06168,1427.0,1672.0,372.0,193.0,"臼井",0.9540
tr_img_06168,1986.0,1668.8,356.0,193.5,"腫男",0.7951
tr_img_06171,1309.4,635.1,499.0,150.5,"八幡山",0.9904
tr_img_06171,981.8,742.0,347.5,66.0,"はちまんやま",0.9997
tr_img_06171,437.2,958.5,206.5,55.0,"上北沢",0.8333
tr_img_06171,2153.5,966.2,238.0,71.5,"芦花公園",0.9995
tr_img_06173,414.5,269.0,301.0,54.0,"たがやく",0.9454
tr_img_06173,402.9,362.1,357.0,142.0,"世田谷区",0.9955
tr_img_06173,421.0,1252.0,204.0,1489.0,"城丁目5",0.7312
tr_img_06173,398.9,2162.4,229.5,103.5,"Sのo",0.6397
tr_img_06165,846.5,1155.5,63.0,34.0,"こり",0.8095
tr_img_06165,1266.5,1151.2,63.0,34.5,"足の",0.8255
tr_img_06165,1306.1,1185.6,96.5,63.5,"疲れ",0.6228
tr_img_06165,1035.4,1185.5,231.5,52.0,"同12時翌3時",0.8365
tr_img_06165,846.2,1217.8,71.5,47.5,"慶痛",0.9308
tr_img_06165,1058.4,1228.5,286.0,52.0,"欠曜のみ3一霧3",0.5724
tr_img_06165,1136.0,1286.5,105.0,30.0,"091に",0.5114
tr_img_06165,1392.2,1527.0,155.5,47.0,"ーレ",0.6499
tr_img_06165,1390.2,1924.5,117.5,43.0,"との",0.5493
tr_img_06165,3286.5,2044.5,231.0,60.0,"美和ビル",0.9665
tr_img_06172,1187.6,583.1,1018.0,177.5,"南14条西5丁目",0.9986
tr_img_06179,1637.2,262.1,158.5,93.0,"中央区",0.9956
tr_img_06179,1633.1,704.8,98.0,811.5,"本少奈町丁目",0.5412
tr_img_06180,2477.5,1192.0,888.0,235.0,"動画写真",0.9883
tr_img_06180,2517.0,1465.9,846.0,240.0,"ゲームに",0.9980
tr_img_06180,2441.2,1820.2,1030.5,345.5,"おすすめ",0.9814
tr_img_06180,340.2,1833.1,381.5,126.0,"フレHD",0.8496
tr_img_06180,400.1,2052.0,555.5,72.0,"広視野角ADSパネル採用",0.9949
tr_img_06180,374.9,2121.5,517.5,75.0,"ワイド液品ディスプレイ",0.9811
tr_img_06176,1170.2,525.0,2112.5,385.0,"この出入口は",0.9817
tr_img_06176,570.1,1175.8,714.0,330.5,"毎抜",0.7613
tr_img_06176,337.2,1564.0,220.5,106.0,"海",1.0000
tr_img_06176,2108.8,1928.1,816.5,126.5,"東京都交通局",0.9955
tr_img_06177,915.8,699.4,213.5,63.5,"中原区",0.9963
tr_img_06177,917.1,764.5,227.5,83.0,"木月",0.9980
tr_img_06177,915.8,839.2,219.5,77.5,"3丁目",0.9557
tr_img_06178,867.2,745.1,494.5,178.0,"日本橋",0.9999
tr_img_06178,870.0,915.8,489.0,163.5,"人形町",0.9998
tr_img_06178,868.5,1104.5,509.0,176.0,"一丁目",0.9971
tr_img_06181,325.5,946.2,404.0,50.5,"先進のテレマテイクス機能“",0.9214
tr_img_06184,1229.4,740.0,546.5,90.0,"ましよ大",0.7906
tr_img_06182,2515.2,1042.0,431.5,100.0,"タクシー",0.9866
tr_img_06182,1299.5,1074.4,906.0,121.0,"団体バス・路線バス",0.9516
tr_img_06182,1942.0,1275.8,343.0,103.5,"一般車",0.9987
tr_img_06182,1067.9,1290.2,505.0,101.5,"レンタカー",0.9860
tr_img_06187,2158.0,917.8,212.0,117.5,"バフ",0.6700
tr_img_06187,1437.8,995.8,290.5,144.5,"栄田",0.9743
tr_img_06187,985.2,1010.0,413.5,142.0,"伝馬町",0.9344
tr_img_06187,2161.6,1098.6,212.5,72.0,"公交牢!",0.7410
tr_img_06187,1102.2,1167.2,139.5,42.5,"画崎",0.6339
tr_img_06187,1350.2,1170.8,101.5,54.5,"菓町",0.8053
tr_img_06187,838.8,1177.8,138.5,55.5,"作町",0.8158
tr_img_06189,1085.0,297.8,832.0,460.5,"木月",0.9997
tr_img_06189,1084.0,738.1,763.0,171.5,"城交接骨院",0.7467
tr_img_06185,769.0,47.2,163.0,42.5,"人天副孝",0.6125
tr_img_06185,972.2,46.0,215.5,55.0,"四人山噌",0.5045
tr_img_06185,1027.6,166.6,671.5,88.0,"清水年金事務所",0.9529
tr_img_06185,837.5,298.8,309.0,49.5,"清水年金事多所",0.9458
tr_img_06185,931.0,354.2,208.0,42.5,"四言人早企",0.7779
tr_img_06185,1018.2,502.1,662.5,93.0,"清水江尻小学校",0.9402
tr_img_06185,832.8,628.4,314.5,62.0,"清水江尻小学校",0.9656
tr_img_06185,1029.0,686.2,130.0,49.5,"全卦瓦",0.7310
tr_img_06185,887.2,800.9,409.5,91.0,"清水テルサ",0.9989
tr_img_06185,938.0,936.8,530.0,59.5,"静図市奈部勤蒡者福祉中心",0.9599
tr_img_06185,1290.0,945.0,104.0,52.0,"清水",0.8171
tr_img_06185,737.0,987.5,134.0,58.0,"知可季",0.5119
tr_img_06185,880.0,991.0,131.0,51.0,"副亭人",0.7577
tr_img_06185,877.6,1111.5,410.5,108.0,"JＲ清水駅",0.9199
tr_img_06185,1665.6,1135.1,360.5,84.0,"マリナー",0.9996
tr_img_06185,783.2,1233.2,134.5,42.5,"清水站",0.9735
tr_img_06185,1607.5,1259.2,249.0,57.5,"清水文化会槍",0.8585
tr_img_06185,779.6,1287.6,228.0,58.0,"JR山町玉山",0.5085
tr_img_06185,1527.2,1308.8,82.5,42.5,"人口I",0.6609
tr_img_06185,1273.4,1412.9,204.0,48.0,"静鉄新清水駅",0.9977
tr_img_06185,927.2,1471.8,135.5,28.5,"市役所道水庁舎",0.5850
tr_img_06185,1291.0,1486.0,116.0,33.0,"新清水站",0.9802
tr_img_06185,1672.8,1541.6,91.5,41.5,"千町",0.9995
tr_img_06185,1036.0,1575.8,83.0,33.5,"泊生町",0.8886
tr_img_06185,1442.2,1578.2,54.5,28.5,"巴町",0.7575
tr_img_06185,1223.9,1719.8,195.0,43.5,"清水年金事務所",0.9248
tr_img_06185,459.5,1727.0,97.0,24.0,"テルン",0.5268
tr_img_06185,1666.8,1823.8,197.5,43.5,"浜田親水公園",0.9992
tr_img_06185,544.8,1888.8,145.5,41.5,"J崎町公園",0.7615
tr_img_06185,1401.0,1888.8,124.0,41.5,"巴町公園",0.8910
tr_img_06185,1757.8,1912.5,99.5,26.0,"田ホン",0.7807
tr_img_06185,1849.9,1917.0,72.5,32.0,"プ場ロ",0.6834
tr_img_06185,547.0,1978.8,40.0,16.5,"1ア",0.6110
tr_img_06185,485.5,2059.0,59.0,26.0,"仲浜",0.5707
tr_img_06185,594.2,2064.8,144.5,28.5,"団目治会館",0.7373
tr_img_06185,920.0,2078.0,78.0,26.0,"現在地",0.8166
tr_img_06185,1697.5,2107.2,64.0,23.5,"大正橋",0.6191
tr_img_06185,1653.8,2178.2,89.5,33.5,"水神社",0.9744
tr_img_06192,946.8,401.8,198.5,63.5,"三鷹市",0.9996
tr_img_06192,942.8,981.8,122.5,1040.5,"北野四上目士",0.5561
tr_img_06191,1910.5,716.9,469.0,312.0,"文旦",0.5375
tr_img_06191,702.5,774.8,1367.0,351.5,"グレラフルレツ",0.5234
tr_img_06191,2559.5,1633.4,862.0,195.5,"(オりイト",0.5444
tr_img_06190,1552.9,718.4,2722.5,342.5,"港ミ田クリニツク",0.8218
tr_img_06190,2494.8,995.5,185.5,106.0,"院長",0.9999
tr_img_06190,2710.8,995.5,179.5,84.0,"石井",0.9931
tr_img_06190,2866.5,995.5,95.0,84.0,"勝",0.9985
tr_img_06190,2728.0,1263.0,403.0,116.0,"科",1.0000
tr_img_06190,2428.5,1261.2,126.0,93.5,"内",0.9983
tr_img_06190,2641.4,1396.5,552.0,107.0,"消化器内科",0.9997
tr_img_06190,1000.1,1424.0,1087.0,71.0,"東洋医学(鍼・漢方)人間ドック・",0.8954
tr_img_06190,1696.2,1427.0,305.5,58.0,"督種検診",0.9223
tr_img_06190,2636.5,1535.0,543.0,107.0,"信環器内科",0.9715
tr_img_06190,645.8,1543.0,245.5,58.0,"診寮時間",0.9371
tr_img_06190,2605.0,1668.9,600.0,124.0,"婦人科",0.9988
tr_img_06190,1165.5,1713.9,1279.0,84.0,"休診日丿木曜・土曜(午後・日曜・祝日",0.9825
tr_img_06190,2594.0,1801.0,610.0,137.0,"小児科",0.9782
tr_img_06190,1154.5,1823.2,910.0,64.5,"港区芝5-16-1千代ビル3",0.9922
tr_img_06190,2592.5,1931.2,600.0,114.5,"心療内科",0.9013
tr_img_06190,1162.2,1936.2,1273.5,110.5,"当駅Ａ3:A8出口より徒歩3分",0.9203
tr_img_06190,2003.5,2081.0,208.0,45.0,"問合せ先",0.9956
