Image_Name,Center_X,Center_Y,Width,Height,Text,Score,Translated_Text
tr_img_06076,1959.2,1660.8,371.5,54.5,ミ井のリハウス,0.8397,Mii's home.
tr_img_06076,1315.0,1673.5,501.0,42.0,井不動産リアルテイ札幌株式会社,0.9813,I'm a real estate company.
tr_img_06076,647.2,1718.8,488.5,48.5,歩郡0120-201-321,0.8584,County 0120-201-321
tr_img_06076,1313.5,1759.0,416.0,32.0,太故障等の連絡先ではの6ません人,0.792,It's not a problem. It's not a problem. It's not a problem. It's a problem.
tr_img_06076,650.5,1765.5,432.0,39.0,太故障等の連絡先ではありません公,0.9327,"It's not like you have any contact with any of these things, Your Grace."
tr_img_06081,1508.8,704.0,467.5,230.0,置番号,1.0,Place Number
tr_img_06081,947.2,685.0,487.5,190.0,駐車位,0.971,Parking position.
tr_img_06081,1196.8,2039.5,1268.5,175.0,使用方法,0.9707,Use method
tr_img_06081,543.0,2228.8,629.0,104.5,1駐車のとき,0.9785,"When I was parking one car,"
tr_img_06081,1250.0,2390.8,1573.0,133.5,白線内の中央に駐車してください。,0.985,Please park in the middle of the white line.
tr_img_06081,1601.0,2543.8,1045.0,117.5,ロック板が上がります。,0.9348,The board will go up.
tr_img_06081,723.2,2537.2,550.5,97.5,一定時間後,0.9999,A Timed Time
tr_img_06081,586.2,2701.2,767.5,104.5,2。お帰りのとき,0.8998,2. On your way home.
tr_img_06081,1064.8,2855.5,1221.5,98.0,精算機で料金を支払った後,0.9672,"After I paid my fee on the calculator,"
tr_img_06082,217.0,1222.8,86.0,47.5,十条,0.8557,Ten.
tr_img_06082,218.5,1278.5,86.0,47.0,李丞,0.6964,I'll be right back.
tr_img_06083,667.0,487.5,397.0,179.0,成城,0.9732,The Manjidani castle.
tr_img_06083,668.0,706.8,384.0,179.5,六丁目,0.9971,Sixth.
tr_img_06080,2311.0,180.5,1108.0,252.0,大呼き札幌,0.6217,It's a big bill.
tr_img_06080,107.2,1262.0,197.5,46.0,断駐車禁止,0.8498,No parking.
tr_img_06080,107.5,1541.5,215.0,51.0,断駐車管理受託会社,0.961,It's a closed-and-driven constituency firm.
tr_img_06080,2701.8,2301.8,237.5,1021.5,けんげち,0.5702,Prick.
tr_img_06080,2259.5,3005.2,1023.0,105.5,中川賢一事務所連絡所,1.0,Nakakawa's office contact.
tr_img_06085,383.8,830.8,286.5,162.5,車検,0.9842,Car test.
tr_img_06085,782.5,839.8,333.0,166.5,点検,0.824,Check
tr_img_06085,597.8,1074.0,698.5,171.0,オイル交揆,0.9486,Oil Interference
tr_img_06085,600.5,1308.0,717.0,205.0,板金・塗装,0.9863,Boarding. Painting.
tr_img_06086,716.0,169.2,478.0,183.5,日本橋,0.9998,Japan Bridge
tr_img_06086,713.2,337.2,499.5,180.5,人形町,0.9992,It's Doll Town.
tr_img_06086,720.0,530.0,487.0,196.0,二丁目,0.9603,Two.
tr_img_06087,1548.2,881.0,1399.5,213.0,平岸条2丁目,0.9483,"No, no, no. No, no, no, no, no, no, no."
tr_img_06089,877.0,401.0,243.0,141.0,日本橋,0.9992,Japan Bridge
tr_img_06089,874.0,514.8,220.0,128.5,人形町,0.9982,It's Doll Town.
tr_img_06089,900.5,638.2,169.0,122.5,丁目,0.9979,&gt;&gt;Hugo Barra: Thank you. &gt;&gt;Hugo Barra:
tr_img_06091,1066.2,1332.5,212.5,57.0,豊平区,0.9957,GEORGE
tr_img_06091,1056.8,2343.8,168.5,1311.5,富1条2丁ニ2,0.5558,"One, two, two, two."
tr_img_06088,963.8,521.5,169.5,43.0,たがや,0.6199,I'm sorry.
tr_img_06088,953.2,573.8,281.5,104.5,世由谷区,0.9595,Iseji Valley
tr_img_06092,1072.8,804.8,1414.5,666.5,2次会,0.9967,Second party.
tr_img_06092,1101.8,1702.5,1335.5,332.0,若板見には,0.7774,(Laughter)
tr_img_06092,1484.0,1926.2,217.0,154.5,で,0.5938,So...
tr_img_06092,465.5,2321.8,485.0,219.5,ちんと,0.7009,Mm-hmm.
tr_img_06092,971.2,2583.0,1137.5,321.0,年2000,0.9291,Year 2000
tr_img_06084,1552.8,1507.8,1972.5,479.5,やきとり家,0.9919,I'm a hunter.
tr_img_06084,1381.0,2005.5,1988.0,726.0,すみれ,0.9867,Out.
tr_img_06084,2585.8,2076.8,197.5,239.5,笑,0.9996,Smile.
tr_img_06093,2011.8,1050.2,2491.5,318.5,中島ム園キャラリー,0.8748,Nakashima University Carrily
tr_img_06095,1066.5,879.0,303.0,88.0,豊平区,0.9989,GEORGE
tr_img_06095,1056.8,1989.0,206.5,1982.0,中の島1条2丁目4,0.7682,One of the islands. Two of the islands. Four of them.
tr_img_06095,1209.8,1091.5,61.5,148.0,なか,0.6157,I don't know.
tr_img_06095,1206.5,1513.5,70.0,151.0,ま,0.908,"Oh, my God."
tr_img_06097,1122.2,317.8,1600.5,374.5,国1七ツ新屋,0.976,"Country 17s, new guy."
tr_img_06097,1111.5,733.5,1612.0,412.0,交差点南東,0.9966,southeast of the intersection.
tr_img_06097,792.5,1651.2,607.0,193.5,こニは,0.7614,What's this?
tr_img_06097,1230.2,1969.2,1031.5,389.5,島崎町,0.8782,Ishima City.
tr_img_06100,107.2,2690.0,182.5,151.0,得!,0.9939,Get it!
tr_img_06096,1204.8,394.5,305.5,42.0,環環にやさ,0.8629,It's on the ring.
tr_img_06096,1360.8,433.5,637.5,82.0,L巨Dを使用しています,0.8595,We're using L mega-D.
tr_img_06096,1477.5,1409.5,1010.0,218.0,御茶ノ水,0.5813,Have a cup of tea.
tr_img_06101,1151.0,986.2,845.0,494.5,市役所,0.9998,City Hall.
tr_img_06101,2144.8,1189.0,1069.5,511.0,清水庁舎,0.9975,Kunihito Station.
tr_img_06094,1643.0,1436.5,684.0,309.0,川根本町,1.0,Shinmoto-Cho.
tr_img_06094,1140.0,1739.2,450.0,267.5,浜松,0.9991,Sakura Matsu
tr_img_06094,2124.2,1980.5,412.5,244.0,沼津,0.9937,Numazu
tr_img_06094,1131.2,2098.2,466.5,278.5,藤枝,0.9992,Fuji.
tr_img_06094,2130.5,2320.5,415.0,250.0,富士,0.988,Mr. Fujisawa.
tr_img_06094,1617.0,2549.2,508.0,206.5,静清ＢＰ,0.9883,Clear BP
tr_img_06094,1628.0,3080.8,875.0,297.5,この先200ｍ,0.9744,200 meters from here.
tr_img_06103,1058.2,716.0,1623.5,171.0,周祈T緑永ケ丘2一ハ183,0.6081,T-N-E-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-K-A-A-A-A-18.
tr_img_06104,1642.8,183.5,1862.5,239.0,出庫時のご注意,0.9288,It's stocking time.
tr_img_06104,1775.0,746.0,1030.0,532.0,確認,0.9857,Confirm
tr_img_06104,757.5,609.0,961.0,187.0,精算後、必ず,0.9447,I don't know what to do with it.
tr_img_06104,2488.5,620.0,321.0,203.0,して,1.0,Do it.
tr_img_06104,2668.2,870.0,656.5,201.0,ください,0.9866,Please.
tr_img_06104,675.8,863.2,771.5,167.5,コツク板を,0.9314,I'm gonna need a hookboard.
tr_img_06104,2057.0,1662.2,662.0,129.5,入出庫不可,0.9949,I can't get in and out.
tr_img_06104,546.5,1672.0,540.0,137.0,入出庫可,0.9203,It's in and out.
tr_img_06104,1608.0,1915.2,2688.0,184.5,ロック板によリ車両が損傷しても,0.9148,There's been some damage to the car on the lockboard.
tr_img_06104,2197.0,2092.5,659.0,75.0,X車度15Cｍ以下の,0.8491,Less than 15Cm for X-cars.
tr_img_06104,992.2,2148.8,1469.5,175.5,補償致しかねます,0.9817,I won't make it up to you.
tr_img_06104,2348.2,2184.2,829.5,91.5,お車はご利用できません,0.9986,Your car is not available.
tr_img_06105,567.2,507.8,114.5,51.5,番ドア,0.9929,Front door.
tr_img_06105,376.5,517.5,80.0,43.0,号車,0.9306,Car.
tr_img_06105,423.2,808.8,280.5,62.5,女性専用車,0.957,A woman-only car.
tr_img_06102,974.5,716.8,303.0,101.5,豊平区,0.994,GEORGE
tr_img_06102,924.5,1905.0,367.0,2237.0,中の議1条1二5,0.5008,"Article one, column twelve, inside."
tr_img_06102,1115.2,880.5,88.5,145.0,なな,0.5813,Yeah.
tr_img_06102,1110.0,1233.2,74.0,154.5,しま,0.7598,Shoe.
tr_img_06106,846.5,508.8,206.0,52.5,中原区,0.9988,Middle-earth.
tr_img_06106,845.5,578.2,238.0,76.5,木月,0.9917,Tree Moon
tr_img_06106,840.8,666.0,223.5,67.0,4丁目,0.9966,Four.
tr_img_06099,2035.0,1366.0,1384.0,217.0,ネクステッブ,0.9658,Nexteb.
tr_img_06099,3679.2,1479.8,187.5,92.5,時間,0.9918,Time
tr_img_06099,2328.8,1583.0,1609.5,203.0,西ミパーキシグ,0.8511,West Miperxigue
tr_img_06099,3557.5,1617.2,464.0,160.5,時間貸,0.8527,I'll lend you time.
tr_img_06099,515.2,2145.8,716.5,305.5,30分/,0.8911,30 minutes.
tr_img_06099,1476.2,2195.0,961.5,352.0,100円,0.9078,100 Yen
tr_img_06099,2457.0,2164.8,659.0,278.5,60分,0.9997,60 minutes.
tr_img_06099,3374.5,2227.2,962.0,399.5,100円,0.9842,100 Yen
tr_img_06111,736.8,1076.0,104.5,59.0,山ice,0.6693,Mountain
tr_img_06111,958.5,1725.0,208.0,91.0,フリー,0.9113,Free
tr_img_06113,463.5,191.5,708.0,138.0,食攻是貞,0.6342,I don't think so.
tr_img_06113,550.5,616.0,717.0,127.0,２日寺門,0.5592,It's a two-day temple.
tr_img_06113,477.2,839.8,727.5,131.5,4名様以上,0.7523,There are more than four of us.
tr_img_06113,527.2,1075.0,796.5,170.0,予製),0.5578,(Prepared)
tr_img_06113,602.0,1301.5,1042.0,187.0,しくは店内にて,0.964,I'll put the broom in the shop.
tr_img_06110,1444.8,1215.5,1391.5,338.0,JR清水駅,0.9936,JR clean water station.
tr_img_06110,1089.0,2034.2,666.0,146.5,羽衣の心,0.6064,The heart of the feather.
tr_img_06110,1501.2,2240.5,205.5,54.0,に名高い,0.9969,It's famous.
tr_img_06110,1195.5,2241.8,57.0,51.5,能,0.9983,Gyoi.
tr_img_06110,1310.0,2241.8,135.0,51.5,羽荻,0.6691,Hane.
tr_img_06110,1731.8,2240.8,217.5,49.5,羽衣の松,0.9991,It's pines in feathers.
tr_img_06114,923.2,124.0,918.5,149.0,警備裏施中,0.7211,Security's on the line.
tr_img_06112,1210.0,577.8,600.0,123.5,通用口,0.73,Convenient entrance.
tr_img_06112,1240.8,722.5,923.5,217.0,中山校夫,0.8107,Nakayama's husband.
tr_img_06112,1241.8,884.0,933.5,84.0,ミ鷹ホ北野4-5一4,0.8131,"Mighaho, 4-514."
tr_img_06108,1406.2,535.5,357.5,101.0,中央区,0.999,CENTRAL CENTRAL
tr_img_06108,1407.8,1812.8,303.5,2328.5,南い条西1丁目1,0.6648,South-West and West-West.
tr_img_06116,1495.0,485.0,406.0,88.0,出人印印目,0.6516,It's got a mark on it. It's got a mark on it.
tr_img_06116,1085.8,489.8,309.5,78.5,早0I,0.5918,I'll be quick.
tr_img_06116,1332.2,601.8,692.5,75.5,圓山公共汽王冬起站,0.8213,I can't wait to see you again.
tr_img_06116,1438.2,701.0,473.5,85.0,圓山巴士總站,0.9491,I don't know what you're talking about
tr_img_06116,1366.0,836.5,607.0,156.0,円山公園,0.9941,Circle Mountain Park.
tr_img_06116,1325.5,1088.2,306.0,78.5,ト早OI,0.5177,Quick OI
tr_img_06116,1511.0,1186.0,290.0,79.0,圓山公園,0.9327,I'm at Tsuoyama Park.
tr_img_06116,1502.8,1274.2,294.5,86.5,圓山公園,0.9998,I'm at Tsuoyama Park.
tr_img_06116,1272.5,1387.5,716.0,130.0,北海道神宮,0.9997,Kunihito.
tr_img_06116,1312.8,1616.0,293.5,76.0,外0I臣,0.5451,Agents of the outside 0I.
tr_img_06116,1451.2,1702.5,338.5,66.0,北海道神宮,0.9758,Kunihito.
tr_img_06116,1261.2,1888.5,692.5,110.0,円山動物園,0.999,It's called the Round Mountain Zoo.
tr_img_06116,1234.0,2090.0,277.0,66.0,ト早0,0.5159,Quick 0
tr_img_06116,1501.2,2091.5,206.5,69.0,畳呂,0.7255,Tic-tac-tac-tac-tac.
tr_img_06116,1440.0,2170.2,335.0,75.5,圓山劫物園,0.7334,I'm at Tsuoyama's property park.
tr_img_06116,1437.0,2249.0,335.0,63.0,圓山動物園,0.9997,It's a zoo.
tr_img_06119,1923.2,1917.0,194.5,60.0,お18年,0.6178,18 years.
tr_img_06117,1073.8,1492.0,405.5,103.0,新静岡駅,0.9994,Shinaoka Station.
tr_img_06117,1711.5,1506.0,302.0,113.0,御幸町,1.0,Good-bye.
tr_img_06117,2036.2,1513.2,214.5,112.5,県庁,1.0,District Bureau.
tr_img_06117,1396.2,1516.8,204.5,67.5,静岡鉄道,0.9999,Shizuoka Railroad
tr_img_06117,958.0,1642.0,178.0,48.0,新静図站,0.9096,Nintendo
tr_img_06117,1256.8,1646.8,260.5,52.5,四人引ą,0.5176,Four of us.
tr_img_06117,1630.2,1650.2,127.5,49.5,御幸町,0.9997,Good-bye.
tr_img_06117,1799.0,1651.5,173.0,48.0,山元引黍,0.6796,I'll be right back.
tr_img_06117,1254.5,2010.5,101.0,39.0,業時間,0.9959,Worktime
tr_img_06117,1258.0,2062.2,168.0,42.5,番001午後8時,0.6735,001 p.m.
tr_img_06117,1258.0,2115.5,168.0,40.0,年前10時1年7月30分,0.8205,"Ten o'clock, one o'clock, seven thirty o'clock."
tr_img_06120,1976.5,1512.5,2020.0,365.0,ー・クラフト,0.8576,- Ship.
tr_img_06121,1554.5,1101.8,2076.0,251.5,北海学園,0.998,North School.
tr_img_06115,855.5,1507.8,672.0,397.5,トマト,0.9628,Tomatoes.
tr_img_06115,2376.8,1831.5,1240.5,624.0,オーレ,0.7736,"Oh, yeah."
tr_img_06126,1547.5,588.8,208.0,92.5,シーバ,0.9926,Shiba
tr_img_06126,1169.2,1568.8,968.5,291.5,とろ～り,0.8948,I'll take care of it.
tr_img_06126,1185.5,1979.8,1651.0,187.5,まぐろ味セレクション,0.967,It's a condiment.
tr_img_06126,1664.0,2187.5,818.0,138.0,まぐろとシーフード味,0.9255,Snacks and seafood.
tr_img_06126,696.0,2181.2,352.0,114.5,まぐろ味,0.9964,It's so sweet.
tr_img_06126,1441.8,2679.0,117.5,115.0,味,0.7306,Taste
tr_img_06126,1929.5,2733.5,122.0,108.0,味,0.5456,Taste
tr_img_06126,575.2,2795.8,93.5,110.5,味,0.9461,Taste
tr_img_06125,966.5,93.8,530.0,129.5,屋外広告物許司,0.9044,Out-of-the-box advertising permissions.
tr_img_06125,1261.0,513.8,1103.0,384.5,緑ヶ丘,0.7572,Green Hill
tr_img_06122,1132.5,1443.2,477.0,84.5,社会福祉事業所,0.9997,Social Services.
tr_img_06127,860.0,2583.0,115.0,537.0,し,0.5209,Shh.
tr_img_06129,1151.5,804.0,409.0,339.0,楼骨小,0.526,Berber bone.
tr_img_06129,754.5,850.8,292.0,237.5,ひらお,0.9934,"Oh, shit."
tr_img_06129,936.0,891.8,100.0,92.5,か,0.8328,"Oh, my God."
tr_img_06130,335.2,370.5,225.5,117.0,時間貸,0.979,I'll lend you time.
tr_img_06130,667.8,365.5,156.5,72.0,パーク,0.6954,Park.
tr_img_06130,1430.2,726.5,535.5,145.0,寺間貸,0.8636,I'll lend you the Temple.
tr_img_06130,2598.8,733.0,277.5,132.0,収容,0.8981,Imprisoned
tr_img_06130,1946.8,955.2,787.5,138.5,ここを右折,0.9381,Turn right here.
tr_img_06130,1228.5,1229.0,176.0,68.0,パーク,0.8444,Park.
tr_img_06130,2129.2,1267.8,1386.5,132.5,札幌中島公園南駐車場,0.9915,"Yokohama Island Park, south parking lot."
tr_img_06130,2313.8,1490.0,894.5,142.0,札幌中島公園南駐車場,0.9945,"Yokohama Island Park, south parking lot."
tr_img_06130,2504.2,1623.8,482.5,132.5,夜間20:008:00,0.9416,20:08:00 at night.
tr_img_06130,1740.2,1667.2,110.5,106.5,昼間,0.8378,Daylight
tr_img_06130,2748.5,1777.0,330.0,240.0,100円,0.959,100 Yen
tr_img_06130,2417.8,1794.5,273.5,223.0,60分,0.9812,60 minutes.
tr_img_06130,2077.5,1802.5,318.0,203.0,10円,0.7779,Ten yen.
tr_img_06130,1805.0,1815.2,269.0,226.5,30分,0.9594,Half an hour.
tr_img_06130,2288.5,2060.0,633.0,132.0,ここを右折,0.9901,Turn right here.
tr_img_06132,1651.2,417.8,347.5,139.5,日本橋,0.9998,Japan Bridge
tr_img_06132,1649.8,545.2,348.5,121.5,人形町,0.9929,It's Doll Town.
tr_img_06132,1652.5,688.2,350.0,136.5,一丁目,0.9965,One.
tr_img_06124,1255.8,1542.0,2224.5,333.0,作小当専店,0.5887,It's a small shop.
tr_img_06124,520.8,1716.0,909.5,118.0,体にやさしい厳選された素材を,0.9947,And that's what I'm going to show you.
tr_img_06124,462.0,1866.2,893.0,118.5,美味しいお弁当ができました。,0.9938,We have a delicious lunch.
tr_img_06133,1365.0,966.8,432.0,179.5,小中町,0.7914,Nakanaga.
tr_img_06131,457.5,1436.5,331.0,166.0,軽量,0.9978,Lightweight
tr_img_06131,1085.8,1447.2,792.5,116.5,クラフト封筒,0.9482,Ship Entries
tr_img_06131,839.2,1694.8,1259.5,296.5,良形3号,0.8248,Good-looking number three.
tr_img_06131,351.2,1994.0,257.5,132.0,徳用,1.0,It's for virtue.
tr_img_06131,1245.0,2072.8,364.0,88.5,定形郵便,1.0,Fixed Postal
tr_img_06131,1200.0,2233.5,293.0,101.0,サイズ,1.0,Size
tr_img_06131,1576.8,2411.2,1015.5,117.5,44サイズ横3つ折対応,0.9796,"44 sizes, three folds."
tr_img_06131,530.0,2436.5,248.0,135.0,枚入,0.9869,Certified
tr_img_06131,1422.5,2620.8,835.0,76.5,保存、郵送に便利です,0.9993,It's useful for saving and mailing.
tr_img_06131,741.0,2628.8,587.0,79.5,書類等の整理,0.9995,Documents and stuff.
tr_img_06134,1136.0,925.8,1831.0,482.5,宇田川町,0.9975,Isegawa City.
tr_img_06128,2335.2,2220.8,640.5,165.5,プレミデム,0.9831,Premium
tr_img_06128,1119.2,2238.0,46.5,103.0,便ご,0.8671,Pisses.
tr_img_06128,2608.2,2448.2,1243.5,283.5,姿納孝ソラト,0.7708,Takashi Solato.
tr_img_06128,921.8,2341.0,54.5,60.0,使,0.9981,Users
tr_img_06128,967.0,2387.8,183.0,86.5,夕納,0.7209,The sunset.
tr_img_06128,2349.8,2635.2,432.5,90.5,あんのういも,0.8653,I don't know what you're talking about.
tr_img_06136,2274.2,1709.5,1446.5,445.0,高村歯札,0.8808,Takamura's tooth tag
tr_img_06136,2215.5,1967.2,139.0,111.5,つ,0.9624,1
tr_img_06135,835.2,591.8,276.5,40.5,えきまえひるば,0.9829,I'll take care of it.
tr_img_06135,822.2,664.0,336.5,91.0,駅前広場,0.9999,"In front of the station, square."
tr_img_06135,763.0,819.8,227.0,56.5,站前一塚,0.7244,I'm going to take care of you.
tr_img_06135,953.2,952.0,588.5,81.0,タクシーのリば,0.9973,I'm in a cab.
tr_img_06135,753.8,1105.8,227.5,62.5,出租奉站,0.949,I'm here.
tr_img_06135,1023.0,1108.0,275.0,62.0,聖人舎斗乳,0.5857,Saint's Bed's milk.
tr_img_06135,811.5,1219.0,310.0,48.0,えきまえこうばん,0.9966,I don't know what to say.
tr_img_06135,816.2,1293.5,338.5,88.0,駅前交番,1.0,In front of the station.
tr_img_06135,872.8,1453.0,465.5,57.0,站前派出所斗善企,0.864,The ex-partner's plan to get away with it.
tr_img_06135,1112.8,1558.0,397.5,45.0,ちかちゅうしやじょう,0.9046,You're such a pain in the ass.
tr_img_06135,981.8,1632.5,678.5,76.0,工キパ地下駐車場,0.9654,"Work-kipa, underground parking lot."
tr_img_06135,896.5,1795.5,541.0,57.0,Tエキパ」地下停奉瑤,0.7974,"I'm sorry, I'm sorry."
tr_img_06135,1696.2,1796.5,170.5,59.0,李斗乳,0.818,Powder milk
tr_img_06135,2193.5,1899.5,148.0,132.0,新静岡駅,0.6577,Shinaoka Station.
tr_img_06135,844.5,1907.8,409.0,40.5,しずおかおんがくかん,0.9952,I don't know what you're talking about.
tr_img_06135,926.2,1985.8,576.5,73.5,静岡音楽館AC,0.9089,Shizuoka Music Hall AC
tr_img_06135,840.0,2152.2,423.0,47.5,静図音荼館ＡO,0.6778,The AO.
tr_img_06139,1099.8,283.5,239.5,137.0,清水区,0.9964,Purchase
tr_img_06138,460.5,272.0,222.0,78.0,日本橋,0.9999,Japan Bridge
tr_img_06138,455.0,349.8,229.0,84.5,人形町,0.9975,It's Doll Town.
tr_img_06138,455.2,444.0,216.5,78.0,一丁目,0.8185,One.
tr_img_06140,1415.5,1415.5,363.0,114.0,化粧室,0.9911,Laundry.
tr_img_06141,761.2,536.8,1294.5,396.5,国産米を,0.7723,It's a national rice plant.
tr_img_06141,762.2,851.0,1232.5,178.0,あまじております,0.7848,"I'm sorry, sir."
tr_img_06142,1194.0,980.8,494.0,235.5,井川,0.9996,Isegawa.
tr_img_06142,762.5,1850.0,877.0,236.0,東静田駅,0.6181,Higashida Station.
tr_img_06142,2098.2,1900.5,653.5,219.0,清水駅,0.7117,Shizura Station
tr_img_06137,1791.2,2027.5,1457.5,266.0,丸菱声桜,0.7609,Sakura Sakura
tr_img_06137,3219.2,2033.8,1088.5,211.5,練馬営業所,0.8711,It's a horse dealership.
tr_img_06145,1269.2,182.8,479.5,160.5,豊平区,0.9864,GEORGE
tr_img_06145,1493.2,518.0,114.5,251.0,なか,0.7528,I don't know.
tr_img_06145,1269.2,1690.0,296.5,2586.0,中の島1条3丁目4,0.8009,"The island's inside, 3rd and 4th."
tr_img_06145,1482.0,1176.5,97.0,236.0,しま,0.7335,Shoe.
tr_img_06147,323.0,905.5,261.0,74.0,受付B,0.919,Recipe B
tr_img_06143,1266.2,1036.2,1168.5,159.5,中の島1条2丁目,0.9396,One and two islands inside.
tr_img_06148,806.0,436.0,214.0,61.0,給田境,0.8285,Tokita border.
tr_img_06149,1058.8,1108.8,209.5,76.5,日本橋,0.9912,Japan Bridge
tr_img_06149,1058.8,1186.2,213.5,69.5,人形町,0.9977,It's Doll Town.
tr_img_06149,1060.0,1266.8,211.0,69.5,一丁目,0.9976,One.
tr_img_06150,688.8,373.8,780.5,289.5,深-144,0.8831,Deep-144.
tr_img_06151,1639.5,1625.5,1163.0,487.0,オワート,0.8297,Owat.
tr_img_06153,563.5,181.8,312.0,158.5,興津,0.9999,I'll be right back. I'll be right back.
tr_img_06153,1337.2,208.0,451.5,149.0,清水駅,0.9998,Shizura Station
tr_img_06153,490.2,645.0,350.5,159.0,草薙,0.9421,Seung Jo.
tr_img_06153,960.2,952.0,323.5,90.0,南幹線,0.9956,South Bank.
tr_img_06155,1494.8,584.8,1319.5,99.5,配達いつもありかとう,0.8876,There's always a delivery.
tr_img_06155,1474.2,1027.8,1476.5,562.5,工藤,0.9909,Kudo.
tr_img_06157,1647.5,1195.2,461.0,156.5,米良,0.992,U.S.
tr_img_06154,929.8,492.0,75.5,255.0,調有甘,0.5875,Sweets
tr_img_06154,919.5,1342.5,155.0,1304.0,三屋卜山,0.6172,Mt. Fuji.
tr_img_06159,638.0,683.0,849.0,195.0,プレトも,0.5874,I've got a lot of pret.
tr_img_06159,1878.8,703.8,1466.5,230.5,野菜も、行凍る,0.7318,We're going to freeze our vegetables.
tr_img_06159,1594.0,1124.2,2771.0,513.5,おいしく保存!,0.8772,I'll save it. I'll save it. I'll save it. I'll save it.
tr_img_06159,2206.8,1425.8,457.5,55.5,X当社調べ。運転状況や食品の種類,0.9458,We're looking at our company. We're looking at our driver's situation and our kind of food.
tr_img_06159,2718.2,1436.8,372.5,52.5,量によって効果が異なります,0.9894,It doesn't matter how much it's made.
tr_img_06159,2483.8,1433.8,72.5,38.5,状態,0.9991,Status
tr_img_06159,648.8,1641.5,556.5,128.0,日立だけの,0.9991,Just the sun.
tr_img_06159,1759.2,1670.2,515.5,114.5,真空チルド,0.9999,Vacuum Tierdo
tr_img_06159,615.8,1826.5,691.5,137.0,咲度を守る,0.7976,Keep blooming.
tr_img_06159,1756.0,1860.5,899.0,114.0,新鮮スリープ野菜室,0.9965,Fresh sleep in the vegetable room.
tr_img_06159,606.5,1999.0,678.0,133.0,3つの技神,0.8654,Three wizards.
tr_img_06159,1751.2,2057.0,681.5,114.0,デリシャス冷凍,0.9998,Delicus frozen.
tr_img_06152,811.0,496.2,956.0,130.5,南13条西7丁目,0.9633,South 13th and West 7th.
tr_img_06156,1179.0,1983.2,297.0,205.5,すぐそき,0.6819,I'll be right there.
tr_img_06161,1378.2,921.5,2123.5,660.0,佐森木産,0.6704,It's from Samori.
tr_img_06163,979.5,397.0,438.0,145.0,中央区,0.9975,CENTRAL CENTRAL
tr_img_06163,982.8,1806.5,283.5,2391.0,原日本橋二一丁目9,0.6089,Main Japanese Bridge. Nine.
tr_img_06165,837.8,1153.5,108.5,59.0,高乙り,0.5936,I'll bet you didn't do it.
tr_img_06165,1260.0,1153.2,50.0,38.5,0円,0.7657,0 yen
tr_img_06165,1039.5,1185.5,250.0,62.0,高12時翌8時,0.7215,It's 12 o'clock in the morning. It's 8 o'clock in the morning.
tr_img_06165,1310.2,1187.8,92.5,47.5,疲れ,0.7329,I'm tired.
tr_img_06165,844.2,1215.8,75.5,51.5,慶痛,0.5839,I'm in pain.
tr_img_06165,1060.5,1230.8,290.0,47.5,火曜のみき署ち,0.6478,It's only Tuesday.
tr_img_06165,3294.8,2044.5,222.5,60.0,美却ビル,0.7653,Beauty Building.
tr_img_06166,609.5,312.2,673.0,123.5,B東日本,0.8124,B.E.R.I.E.L.D.
tr_img_06162,522.0,790.8,272.0,64.5,池田屋安兵衛商店,0.9167,Ikeda Security Department.
tr_img_06162,468.8,826.8,133.5,42.5,認久気の,0.6079,It's been a long time.
tr_img_06162,562.2,871.0,281.5,55.0,おはすめ3大商品!,0.7558,Three big goods!
tr_img_06162,54.8,1145.0,96.5,35.0,おな赤い,0.5429,Red.
tr_img_06158,1469.0,1778.5,748.0,2970.0,アんメ橋リ,0.545,Amehashiri.
tr_img_06164,1156.8,902.5,188.5,68.0,駐車券,0.9065,Parking tickets.
tr_img_06164,1168.0,1129.2,132.0,59.5,発券,0.9945,A ticket.
tr_img_06164,1190.2,1444.2,512.5,41.5,公ご利用の際は、場内の約款看板を必すお読み下さい。,0.9582,"When it comes to public use, please read the official sign in the hall."
tr_img_06164,1161.2,1483.5,454.5,51.0,太2千円5千円1万円札のご利用は出来ません。,0.9669,"You can't use a 10,000 yen bill for 2,000 yen."
tr_img_06164,1185.5,1554.5,503.0,54.0,リパークコールセンター(携帯電話もこ利用できます),0.9388,(Laughter) (Applause)
tr_img_06164,1182.2,1683.8,496.5,47.5,＠駐車場名四パ一ク札醍南14西6,0.7646,"I'm sorry, I'm sorry. I'm sorry."
tr_img_06168,1423.8,1668.8,367.5,195.5,日井,0.6953,Iseshima
tr_img_06168,1986.0,1668.8,356.0,193.5,暉男,0.7746,Sung-sama.
tr_img_06169,731.2,915.8,1237.5,184.5,ベトナム料理,0.9468,Vietnamese food.
tr_img_06169,759.0,1149.2,750.0,162.5,ホアングン,0.9881,Hoangang
tr_img_06170,356.0,642.8,236.0,63.5,人とクルマと街と,0.999,"A man, a car, a city."
tr_img_06170,312.0,1018.0,188.0,405.0,成大料金,0.6534,Full charge.
tr_img_06170,984.5,972.8,526.0,206.5,駐車後,0.9936,After the parking.
tr_img_06170,981.2,1156.8,539.5,200.5,24時間,0.9995,24 hours.
tr_img_06170,236.2,1525.2,194.5,446.5,基本料金,0.7484,Basic charge.
tr_img_06170,1929.2,1701.0,110.5,142.0,分,1.0,min
